Ra (deg),Dec (deg),Modulus (deg),angle (rad),x_err (deg),y_err (deg)
149.9821980628089,2.444899331071418,3.243366351213844e-05,-0.9473032342514943,1.8937191100576456e-05,-2.6331071418361773e-05
150.31515200338245,2.556309445248274,2.3443339831731327e-05,0.1955312240695115,2.2996617559556398e-05,4.554751726004724e-06
149.84168834373642,2.287722671171948,3.1981662020773336e-05,-0.5854095267376225,2.665626357156725e-05,-1.7671171947952757e-05
150.02254226721718,2.709330643675973,1.3848238021668585e-05,0.5600282218857029,1.1732782837725608e-05,7.356324026819294e-06
150.34911966468795,2.613575708731187,1.913448095378096e-05,2.4440160519555487,-1.4664687938648058e-05,1.2291268812969491e-05
149.94827862192,2.401450543649739,2.535023726776616e-05,0.8154794286748569,1.737808000257246e-05,1.845635026098691e-05
150.0629866835488,2.7086842639611692,1.0972107897206373e-05,0.3474521213873988,1.0316451209746447e-05,3.736038830748356e-06
150.51326562889824,2.542649848884025,6.21704052214227e-05,-0.24117283301083006,6.0371101767486834e-05,-1.4848884024587505e-05
150.6511295823037,2.662780129618123,6.187312204171301e-05,1.5802077202345595,-5.82303698593023e-07,6.187038187688287e-05
150.3068293890872,2.5761450654398326,2.6049111771529763e-05,0.519614033980264,2.261091279365246e-05,1.293456016737693e-05
149.63259525418854,2.445968872720779,5.27376668353481e-05,0.39157970840536954,4.874581145486445e-05,2.0127279221071603e-05
149.56899902591022,2.8113775023619,5.944878337195521e-05,0.126456045630565,5.897408979649299e-05,7.497638100151249e-06
149.99877814756636,2.704397679462905,6.654721181644177e-05,-0.6018962321498816,5.4852433635232956e-05,-3.767946290533786e-05
149.68093009144886,2.35576185987659,6.8933646091348e-05,-0.026983953717896903,6.890855115671002e-05,-1.8598765900712522e-06
150.0434215389122,2.1024688320001768,8.239885017989391e-05,0.31040168845738236,7.846108778153393e-05,2.5167999823327847e-05
149.8148228048328,2.8086757139853993,4.47642122112153e-05,1.0260943797573825,2.319516718785053e-05,3.828601460087455e-05
149.83475774255817,2.4448320352291106,3.8789811982149525e-05,0.5406473215425031,3.325744182802737e-05,1.9964770889391303e-05
149.7443652434763,2.8162133439275183,3.826277615671238e-05,-0.5917626962872631,3.1756523696913064e-05,-2.1343927518291395e-05
150.063974205845,2.888532383093809,3.4796263922416037e-05,-0.011009847196438802,3.479415499896277e-05,-3.830938091198277e-07
150.48721710138196,2.5082039954214674,5.500872948249921e-05,-0.20124058003279408,5.389861803450913e-05,-1.0995421467541178e-05
150.74155166482538,2.7637290150625913,6.773527570555302e-05,-0.36242518956132264,6.333517461598603e-05,-2.401506259142039e-05
